date,observed_reservoir_inflow_mwh,inflow_method
2025-04-01,529.8199543872001,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-02-26,309.6116607744,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-02-27,342.01288108800003,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-02-28,462.01740076799996,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-01,382.2143951808,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-02,198.007457472,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-03,199.20750266880003,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-04,178.8067343232,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-05,165.60623715839995,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-06,211.6927728963072,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-07,195.6073670784,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-08,158.4059659776,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-09,160.8060563712,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-10,83.4031411776,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-11,76.8028925952,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-12,78.6029603904,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-13,127.20479086080002,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-14,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-15,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-16,84.60318637440001,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-17,144.6054462144,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-18,170.4064179456,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-19,147.6055592064,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-20,372.61403360639997,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-21,218.4082258176,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-22,216.60815802239995,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-23,153.6057851904,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-24,246.00926534400003,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-25,300.01129920000005,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-26,253.20953652479994,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-27,226.2085195968,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-28,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-29,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-30,600.6226209984,Tamil Nadu Agriculture daily inflow; no statewide allocation
2026-03-31,4502.569578393601,Tamil Nadu Agriculture daily inflow; no statewide allocation
